VIN;Número de Lote;Origem;Modelo;Nome Cliente;Destino;Cidade;Estado
93YCARRO001000236;DD201342;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;BRUNE VEICULOS LTDA EM RECUPERACAO;41730101, BA, Salvador, Paralela, AV LUIS VIANA FILHO, 6700;Salvador;BA
93YCARRO001000237;DD201342;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Sandero;BRUNE VEICULOS LTDA EM RECUPERACAO;41730101, BA, Salvador, Paralela, AV LUIS VIANA FILHO, 6700;Salvador;BA
93YCARRO001000238;DD201352;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Locadora_JuazeirodoNorte;1, CE, JUAZEIRO DO NORTE;Juazeiro do Norte;PR
93YCARRO001000239;DD201352;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;TERRA SANTA COMERCIO DE VEICULOS LTDA;63040000, CE, JUAZEIRO DO NORTE, LAGOA SECA, AV DEPUTADO LEAO SAMPAIO, 501;Juazeiro do Norte;CE
93YCARRO001000240;DD201352;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kangoo;TERRA SANTA COMERCIO DE VEICULOS LTDA;63040000, CE, JUAZEIRO DO NORTE, LAGOA SECA, AV DEPUTADO LEAO SAMPAIO, 501;Juazeiro do Norte;CE
93YCARRO001000241;DD201352;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;TERRA SANTA COMERCIO DE VEICULOS LTDA;63040000, CE, JUAZEIRO DO NORTE, LAGOA SECA, AV DEPUTADO LEAO SAMPAIO, 501;Juazeiro do Norte;CE
93YCARRO001000242;DD201352;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;TERRA SANTA COMERCIO DE VEICULOS LTDA;63040000, CE, JUAZEIRO DO NORTE, LAGOA SECA, AV DEPUTADO LEAO SAMPAIO, 501;Juazeiro do Norte;CE
93YCARRO001000243;DD201352;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;TERRA SANTA COMERCIO DE VEICULOS LTDA;63040000, CE, JUAZEIRO DO NORTE, LAGOA SECA, AV DEPUTADO LEAO SAMPAIO, 501;Juazeiro do Norte;CE
93YCARRO001000244;DD201352;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Sandero;TERRA SANTA COMERCIO DE VEICULOS LTDA;63040000, CE, JUAZEIRO DO NORTE, LAGOA SECA, AV DEPUTADO LEAO SAMPAIO, 501;Juazeiro do Norte;CE
93YCARRO001000245;DD201352;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;TERRA SANTA COMERCIO DE VEICULOS LTDA;63040000, CE, JUAZEIRO DO NORTE, LAGOA SECA, AV DEPUTADO LEAO SAMPAIO, 501;Juazeiro do Norte;CE
93YCARRO001000246;DD201352;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Dical Cajazeiras;58900000, PB, Cajazeiras, Jardim Oasis, Rua Rotary, 1467;Cajazeiras;PB
93YCARRO001000247;DD201352;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Dical Cajazeiras;58900000, PB, Cajazeiras, Jardim Oasis, Rua Rotary, 1467;Cajazeiras;PB
93YCARRO001000248;DD201352;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Autovia Veiculos Ltda;56328000, PE, Petrolina, Vila Eduardo , AV. Monsenhor Angelo Sampaio, 940;Petrolina;PE
93YCARRO001000249;DD201353;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Orvel Serra;29162702, ES, Serra , Planalto de Carapina , Rod. Governador Mario Covas, 135 - Loja C;Serra;ES
93YCARRO001000250;DD201353;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Orvel Serra;29162702, ES, Serra , Planalto de Carapina , Rod. Governador Mario Covas, 135 - Loja C;Serra;ES
93YCARRO001000251;DD201353;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Orvel Serra;29162702, ES, Serra , Planalto de Carapina , Rod. Governador Mario Covas, 135 - Loja C;Serra;ES
93YCARRO001000252;DD201353;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Orvel Serra;29162702, ES, Serra , Planalto de Carapina , Rod. Governador Mario Covas, 135 - Loja C;Serra;ES
93YCARRO001000253;DD201353;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Orvel Serra;29162702, ES, Serra , Planalto de Carapina , Rod. Governador Mario Covas, 135 - Loja C;Serra;ES
93YCARRO001000254;DD201353;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Orvel Serra;29162702, ES, Serra , Planalto de Carapina , Rod. Governador Mario Covas, 135 - Loja C;Serra;ES
93YCARRO001000255;DD201353;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Orvel Serra;29162702, ES, Serra , Planalto de Carapina , Rod. Governador Mario Covas, 135 - Loja C;Serra;ES
93YCARRO001000256;DD201353;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;Orvel Serra;29162702, ES, Serra , Planalto de Carapina , Rod. Governador Mario Covas, 135 - Loja C;Serra;ES
93YCARRO001000257;DD201353;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Logan;ORVEL VITORIA;29056186, ES, VITORIA, AV LEITAO DA SILVA 1484;Vitoria;ES
93YCARRO001000258;DD201353;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Logan;ORVEL VITORIA;29056186, ES, VITORIA, AV LEITAO DA SILVA 1484;Vitoria;ES
93YCARRO001000259;DD201353;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Logan;ORVEL VITORIA;29056186, ES, VITORIA, AV LEITAO DA SILVA 1484;Vitoria;ES
93YCARRO001000260;DD201354;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Jangada Veiculos e Pecas Ltda;60150050, CE, Fortaleza, Aldeota, Av. Julio Ventura, 100;Fortaleza;CE
93YCARRO001000261;DD201354;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Locadora_Fortaleza;1, CE, FORTALEZA;Fortaleza;PR
93YCARRO001000262;DD201354;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Regence Fortaleza 2;60191156, CE, Fortaleza, Manuel Dias Branco, Av Santos Dumont, 7600;Fortaleza;CE
93YCARRO001000263;DD201354;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;Regence Fortaleza 2;60191156, CE, Fortaleza, Manuel Dias Branco, Av Santos Dumont, 7600;Fortaleza;CE
93YCARRO001000264;DD201354;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;Regence Fortaleza 2;60191156, CE, Fortaleza, Manuel Dias Branco, Av Santos Dumont, 7600;Fortaleza;CE
93YCARRO001000265;DD201354;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;Regence Fortaleza 2;60191156, CE, Fortaleza, Manuel Dias Branco, Av Santos Dumont, 7600;Fortaleza;CE
93YCARRO001000266;DD201354;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;Regence Fortaleza 2;60191156, CE, Fortaleza, Manuel Dias Branco, Av Santos Dumont, 7600;Fortaleza;CE
93YCARRO001000267;DD201354;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;Regence Fortaleza 2;60191156, CE, Fortaleza, Manuel Dias Branco, Av Santos Dumont, 7600;Fortaleza;CE
93YCARRO001000268;DD201354;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;Regence Fortaleza 2;60191156, CE, Fortaleza, Manuel Dias Branco, Av Santos Dumont, 7600;Fortaleza;CE
93YCARRO001000269;DD201354;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;Regence Fortaleza 2;60191156, CE, Fortaleza, Manuel Dias Branco, Av Santos Dumont, 7600;Fortaleza;CE
93YCARRO001000270;DD201354;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;Regence Fortaleza 2;60191156, CE, Fortaleza, Manuel Dias Branco, Av Santos Dumont, 7600;Fortaleza;CE
93YCARRO001000271;BB201343;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Locadora_Niteroi;1, RJ, Niteroi;Niteroi;PR
93YCARRO001000272;BB201343;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Locadora_Niteroi;1, RJ, Niteroi;Niteroi;PR
93YCARRO001000273;BB201343;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Locadora_Niteroi;1, RJ, Niteroi;Niteroi;PR
93YCARRO001000274;BB201343;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Locadora_Niteroi;1, RJ, Niteroi;Niteroi;PR
93YCARRO001000275;BB201343;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Master;DINISA SUL DISTRIBUIDORA NITEROI DE VEICULOS LTDA;24350310, RJ, Niterói, Piratininga, Estrada Francisco da Cruz Nunes,  4718 Lote 26 Qd 424;Niteroi;RJ
93YCARRO001000276;BB201343;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;DINISA SUL DISTRIBUIDORA NITEROI DE VEICULOS LTDA;24350310, RJ, Niterói, Piratininga, Estrada Francisco da Cruz Nunes,  4718 Lote 26 Qd 424;Niteroi;RJ
93YCARRO001000277;BB201343;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;DINISA SUL DISTRIBUIDORA NITEROI DE VEICULOS LTDA;24350310, RJ, Niterói, Piratininga, Estrada Francisco da Cruz Nunes,  4718 Lote 26 Qd 424;Niteroi;RJ
93YCARRO001000278;BB201343;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;DINISA SUL DISTRIBUIDORA NITEROI DE VEICULOS LTDA;24350310, RJ, Niterói, Piratininga, Estrada Francisco da Cruz Nunes,  4718 Lote 26 Qd 424;Niteroi;RJ
93YCARRO001000279;BB201343;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;DINISA SUL DISTRIBUIDORA NITEROI DE VEICULOS LTDA;24350310, RJ, Niterói, Piratininga, Estrada Francisco da Cruz Nunes,  4718 Lote 26 Qd 424;Niteroi;RJ
93YCARRO001000280;BB201343;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;DINISA SUL DISTRIBUIDORA NITEROI DE VEICULOS LTDA;24350310, RJ, Niterói, Piratininga, Estrada Francisco da Cruz Nunes,  4718 Lote 26 Qd 424;Niteroi;RJ
93YCARRO001000281;BB201343;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Sandero;DINISA SUL DISTRIBUIDORA NITEROI DE VEICULOS LTDA;24350310, RJ, Niterói, Piratininga, Estrada Francisco da Cruz Nunes,  4718 Lote 26 Qd 424;Niteroi;RJ
93YCARRO001000282;BB201344;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000283;BB201344;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000284;BB201344;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000285;BB201344;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000286;BB201344;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000287;BB201344;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000288;BB201344;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000289;BB201344;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000290;BB201344;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000291;BB201344;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000292;BB201344;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000293;BB201345;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000294;BB201345;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000295;BB201345;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000296;BB201345;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000297;BB201345;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000298;BB201345;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000299;BB201345;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000300;BB201345;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000301;BB201345;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000302;BB201345;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000303;BB201345;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000304;BB201347;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000305;BB201347;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000306;BB201347;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000307;BB201347;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000308;BB201347;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000309;BB201347;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000310;BB201347;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000311;BB201347;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000312;BB201347;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000313;BB201347;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000314;BB201347;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000315;BB201350;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000316;BB201350;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Proeste Comercio de Veiculos e Peças Bauru Ltda.;09820135, SP, São Bernardo do Campo, Demarchi, Av. Nicola Demarchi, 1500;Sao Bernardo do Campo;SP
93YCARRO001000317;BB201350;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Master;Sinal France - Pátio;09551020, SP, São Caetano do Sul, Barcelona, Rua Antonio Galo, 301;Sao Caetano do Sul;SP
93YCARRO001000318;BB201350;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Sinal France - Pátio;09551020, SP, São Caetano do Sul, Barcelona, Rua Antonio Galo, 301;Sao Caetano do Sul;SP
93YCARRO001000319;BB201350;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Sinal France - Pátio;09551020, SP, São Caetano do Sul, Barcelona, Rua Antonio Galo, 301;Sao Caetano do Sul;SP
93YCARRO001000320;BB201350;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Sinal France - Pátio;09551020, SP, São Caetano do Sul, Barcelona, Rua Antonio Galo, 301;Sao Caetano do Sul;SP
93YCARRO001000321;BB201350;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Sinal France - Pátio;09551020, SP, São Caetano do Sul, Barcelona, Rua Antonio Galo, 301;Sao Caetano do Sul;SP
93YCARRO001000322;BB201350;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Sinal France - Pátio;09551020, SP, São Caetano do Sul, Barcelona, Rua Antonio Galo, 301;Sao Caetano do Sul;SP
93YCARRO001000323;BB201350;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Sinal France - Pátio;09551020, SP, São Caetano do Sul, Barcelona, Rua Antonio Galo, 301;Sao Caetano do Sul;SP
93YCARRO001000324;BB201350;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Sinal France - Pátio;09551020, SP, São Caetano do Sul, Barcelona, Rua Antonio Galo, 301;Sao Caetano do Sul;SP
93YCARRO001000325;BB201350;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Sinal France - Pátio;09551020, SP, São Caetano do Sul, Barcelona, Rua Antonio Galo, 301;Sao Caetano do Sul;SP
93YCARRO001000326;BB201358;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;GUARБ COMЙRCIO DE VEICULOS LTDA;MS, Dourados, AV MARCELINO PIRES 8360;Dourados;MS
93YCARRO001000327;BB201358;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Locadora_Corumba;1, MS, Corumba;CORUMBA;PR
93YCARRO001000328;BB201358;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Locadora_Corumba;1, MS, Corumba;CORUMBA;PR
93YCARRO001000329;BB201358;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Locadora_Corumba;1, MS, Corumba;CORUMBA;PR
93YCARRO001000330;BB201358;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Locadora_Corumba;1, MS, Corumba;CORUMBA;PR
93YCARRO001000331;BB201358;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Locadora_Corumba;1, MS, Corumba;CORUMBA;PR
93YCARRO001000332;BB201358;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Guará Comércio de Veículos LTDA;79040335, MS, Campo Grande, Chacara Cachoeira, Avenida Ministro João Arinos, 4701;Campo Grande;MS
93YCARRO001000333;BB201358;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Locadora_CampoGrande;1, MS, Campo Grande;Campo Grande;PR
93YCARRO001000334;BB201358;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Locadora_CampoGrande;1, MS, Campo Grande;Campo Grande;PR
93YCARRO001000335;BB201358;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Locadora_CampoGrande;1, MS, Campo Grande;Campo Grande;PR
93YCARRO001000336;BB201358;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Locadora_CampoGrande;1, MS, Campo Grande;Campo Grande;PR
